prompt,completion,url
"Heel Height is Mid. Washing Instructions is Do Not Wash. Brand is Phase Eight. Occasion Type is Smart. Main Shoe Material is Leather. Shoe Or Boot Style is Mules. Exact Heel Height is 8cm.  Heel Style is Covered. Fastening is Buckle. Heel Type is Stiletto. Toe Detail is Closed Toe. Material is Upper: polyester, Lining: synthetic. Pattern Details is Embellishment, Plain.","In the season's favoured backless silhouette, this pair of mules from Phase Eight is made with supple leather for a luxurious feel.
Sitting on a stiletto heel, they are finished with a closed toe.
Heel height: 8cm",https://www.johnlewis.com/phase-eight-jewel-embellished-mule-shoes-petal/p110028415
"Shoe Or Boot Style is Espadrilles. Main Shoe Material is Leather. Heel Type is Wedge. Heel Height is High. Brand is Phase Eight. Occasion Type is Casual. Exact Heel Height is 9cm. Toe Detail is Open Toe. Material is Upper: leather, Inner/Sock: leather, Sole: jute, rubber.","Designed with both style and comfort in mind, these metallic espadrilles have a jute wedge sole. They're completed with 100% leather straps with buckle fastenings at the ankle strap and cross-over detailing at the round open toe. These are perfect to wear with your spring or summer occasion outfits or daywear dresses.
Heel height: 9cm",https://www.johnlewis.com/phase-eight-wedge-heel-strappy-espadrille-shoes-silver/p110198301
"Washing Instructions is Do Not Wash. Main Shoe Material is Satin. Shoe Or Boot Style is Court Shoes. Heel Type is Stiletto. Heel Height is High. Brand is Rainbow Club. Occasion Type is Casual. Exact Heel Height is 9cm. Comfort and Fit is Underfoot Cushioning. Toe Detail is Almond. Composition is Upper: satin, Sole: synthetic, Lining: synthetic.","Discover the exquisite results of Rainbow Club's first collaboration.
It's joined forces with preeminent label Ivory and Co - renowned for their embellished dresses and tiaras - to design a collection that's exclusive to both brands.
Willow, a highly decorated court, is adorned with beautiful embroidery and beaded detailing.
Good to know: This style is non-dyeable.",https://www.johnlewis.com/rainbow-club-willow-embellished-court-shoes-ivory-satin/p6065909
Heel Height is Mid. Washing Instructions is Wipe Clean Only. Brand is Crocs. Occasion Type is Casual. Shoe Or Boot Style is Mules. Main Shoe Material is EVA. Exact Heel Height is 6.5cm. Fastening is Slip-On. Heel Type is Flatform. Toe Detail is Round. Composition is 100% EVA.,"Set off with traditional details, this pair of clogs by Crocs comes in a soft, yet durable fabric that's built to last.
Sitting on a platform heel, they are shaped with a round toe for everyday appeal.
Heel height: 6.5cm",https://www.johnlewis.com/crocs-classic-crush-clogs/black-multi/p109188249
"Heel Height is Low. Washing Instructions is Wipe Clean Only. Brand is L.K.Bennett. Occasion Type is Smart. Shoe Or Boot Style is Court Shoes. Main Shoe Material is Leather. Exact Heel Height is 4cl. Fastening is Buckle. Heel Type is Block. Toe Detail is Almond. Composition is Upper: leather, Lining: leather.","The ultimate in stalwart style, this pair of courts from L.K.Bennett is made from leather for comfort and quality that you can rely on.
Set on a block heel, they have an almond-shaped toe that makes for a smooth finish.
Heel height: 4cm",https://www.johnlewis.com/l-k-bennett-ottilie-pointed-toe-slingback-court-shoes-beige/p6303944
"Shoe Or Boot Style is Loafers. Main Shoe Material is Leather. Heel Type is Flat. Heel Height is Low. Brand is Dune. Occasion Type is Smart. Exact Heel Height is 1.5cm. Toe Detail is Closed Toe, Rounded Square. Material is Upper: leather, Sole: synthetic, Lining: synthetic.","Classic in style, this pair of loafers by Dune is made from leather for comfort and quality that you can rely on.
Set on a flat heel, they are constructed with a curved square toe for contemporary appeal.
Heel height: 1.5cm",https://www.johnlewis.com/dune-glimpse-leather-loafers/ecru/p109823267
"Heel Height is Mid. Brand is hush. Main Shoe Material is Textile. Exact Heel Height is 7cm. Toe Detail is Pointed. Pattern Details is Plain. Material is Upper: textile, Lining: leather.","Step out in style in these Joella heeled shoes from hush, made with a comfortable leather inner and a bold upper that owns the floor with every step you take.",https://www.johnlewis.com/hush-joella-heeled-shoes/pink/p109864193
"Washing Instructions is Wipe Clean Only. Main Shoe Material is Leather. Shoe Or Boot Style is Pumps. Heel Type is Flat. Heel Height is Low. Brand is Hotter. Exact Heel Height is 3.5cm. Comfort and Fit is Underfoot Cushioning. Toe Detail is Rounded Square. Material is Upper: leather/suede, Sole: synthetic, Lining: textile/leather.","Meet the update of Hotter's Serenity pump. Trust uses Freesole which absorbs the impact of your step and returns that energy into the next, enhancing your walking motion, while an OrthoLite® insole adds breathability and helps to reduce fatigue. The updated proportions on this elevated ballet style make this classic look more modern, with the contrasting suede, leather and metal detailing. Its low wedge and square toe give a roomier fit while the supportive back counter provides stability to your ankle. Trust this ballet pump for a step in a better direction.",https://www.johnlewis.com/hotter-trust-buckle-ballerina-pumps/navy/p5814314
"Heel Height is Mid. Washing Instructions is Do Not Wash. Brand is Paradox London. Occasion Type is Smart. Shoe Or Boot Style is Heeled Sandals. Main Shoe Material is Satin. Exact Heel Height is 8cm. Fastening is Buckle. Heel Type is Block. Toe Detail is Peep Toe.  Heel Style is Covered. Material is Upper: satin, Sole: synthetic, Lining: synthetic.","These vintage-inspired Kyrie peep toe sandals from Paradox London feature a pretty scallop design.
Made with satin uppers and a mid-height block heel, the ankle strap provides support and stability and all-day comfort, no matter what the occasion.",https://www.johnlewis.com/paradox-london-kyrie-satin-block-heel-ankle-strap-peep-toe-sandals-ivory/p109304968
"Shoe Or Boot Style is Loafers. Main Shoe Material is Leather. Heel Type is Flat. Heel Height is Low. Brand is NeroGiardini. Occasion Type is Smart. Exact Heel Height is 1cm. Toe Detail is Almond, Closed Toe. Material is Upper: leather, Sole: rubber, Lining: leather.","An easy addition to your wardrobe, this pair of loafers from NeroGiardini is made with supple leather for a luxurious feel.
Set on a flat heel, they are shaped with an almond toe for a neat finish.",https://www.johnlewis.com/nerogiardini-leather-loafers/brown/p109973272
"Heel Height is Flat. Washing Instructions is Do Not Use Bleach, Do Not Wash. Brand is SOEUR. Occasion Type is Casual. Main Shoe Material is Leather. Shoe Or Boot Style is Mules. Heel Type is Flat. Toe Detail is Closed Toe, Round. Composition is Upper: leather, Inner/Sock: leather, Sole: leather. Pattern Details is Plain.","Moulding to the curve of your feet, this pair of footbed clogs from SOEUR is made with supple leather for a luxurious feel.
Set on a flat heel with an adjustable swivel strap that can be worn on the front or the back, they have a cork insole.",https://www.johnlewis.com/soeur-sleepy-swivel-strap-leather-clogs-brown/p110018938
"Washing Instructions is Do Not Wash. Main Shoe Material is Leather. Shoe Or Boot Style is Walking. Fabric Features is Breathable, Waterproof. Heel Type is Flatform. Heel Height is Flat. Brand is Josef Seibel. Occasion Type is Casual. Comfort and Fit is Underfoot Cushioning. Toe Detail is Closed Toe, Round. Material is Upper: leather. Pattern Details is Colour Block.","With practicality that's sure to withstand uneven terrains, this pair of walking boots from Josef Seibel is fashioned from leather for footwear that will last for years to come.
Set on a flatform heel, they boast underfoot cushioning to improve comfort support and have a rounded toe for everyday charm.",https://www.johnlewis.com/josef-seibel-noih-53-leather-waterproof-walking-boots-rust/p6285753
"Heel Height is Mid. Brand is Dune. Occasion Type is Smart. Shoe Or Boot Style is Ankle Boots. Main Shoe Material is Suede. Exact Heel Height is 5.5cm. Heel Type is Block. Toe Detail is Pointed. Composition is Upper: suede, Lining: synthetic, Sole: synthetic. Pattern Details is Plain.","Cut to an ankle-high silhouette, this pair of boots from Dune is made with suede for a luxe addition to your footwear collection.
Sitting on a block heel with an inside zip for easy wear, they are topped with a sharply pointed toe for a timeless finish.
Heel height: 5.5cm",https://www.johnlewis.com/dune-patten-block-heel-suede-ankle-boots-tan/p6357795
"Heel Height is Mid. Brand is Whistles. Occasion Type is Casual. Shoe Or Boot Style is Ankle Boots. Main Shoe Material is Leather. Exact Heel Height is 4cm. Heel Type is Block. Toe Detail is Pointed. Material is Upper: leather, Sole: resin.","Designed from responsibly sourced leather, these Kara boots from Whistles come with a contemporary pointed toe and a 4cm Cuban heel that's perfect for everyday styling. 
Wear yours with anything from jeans to dresses this autumn-winter.",https://www.johnlewis.com/whistles-kara-leather-ankle-boots-black/p109592601
"Heel Height is Low. Brand is AND/OR. Occasion Type is Smart. Main Shoe Material is Leather. Shoe Or Boot Style is Cowboy Boots. Exact Heel Height is 4.5cm. Country of Origin is Spain. Heel Type is Block. Toe Detail is Closed Toe, Pointed. Material is Upper: leather, Sole: PU, Lining: leather.","These AND/OR Petra summer western boots are inspired by traditional western boots.
Made from soft leather, it's set on a mid-heel with a mid-calf leg cut. Team yours with denim or dresses for a casual summer vibe.
Clean regularly with good quality neutral or matching shoe polish. Use a soft cloth to apply and allow the polish to dry so the leather can absorb it properly. Then buff away any excess polish with a cloth or brush. 
By purchasing this product, you are supporting responsible leather manufacturing through the Leather Working Group.",https://www.johnlewis.com/and-or-petra-leather-western-summer-boots-off-white/p110362422
"Heel Height is Low. Brand is Whistles. Occasion Type is Casual. Main Shoe Material is Leather. Exact Heel Height is 3.5cm. Heel Type is Block. Toe Detail is Round. Composition is Upper: leather, Sole: synthetic, Lining: synthetic.","An updated take on the classic Chelsea boot - this style from Whistles has been designed with an extended top line with an easy-to-wear elasticated side. 
Designed from soft responsibly sourced leather, you can wear these with just about anything.",https://www.johnlewis.com/whistles-newbury-leather-chelsea-boots-black/p109592605
"Brand is Boden. Occasion Type is Casual. Shoe Or Boot Style is Chelsea Boots. Main Shoe Material is Suede. Heel Type is Block. Toe Detail is Round. Material is Upper: suede, Sole: man-made, Lining: leather.","These boots from Boden love long walks in the park and evenings spent in pubs.
Made from suede, they have an insock and lining in leather for all-day comfort and elasticated side panels for ease of wear.",https://www.johnlewis.com/boden-suede-chunky-chelsea-boots-gold-brown/p109314971
"Heel Height is High. Brand is Moda in Pelle. Occasion Type is Casual. Shoe Or Boot Style is Ankle Boots. Main Shoe Material is Leather. Exact Heel Height is 9cm. Heel Type is Wedge. Toe Detail is Round. Material is Upper: leather, Sole: rubber, Lining: faux fur. Pattern Details is Plain.","Stepping out in style, this pair of ankle boots from Moda in Pelle won't be a one-hit wonder thanks to its premium leather uppers.
Sitting on a wedge heel, they are rounded at the toe for a fuss-free finish.
Heel height: 9cm",https://www.johnlewis.com/moda-in-pelle-ambaline-leather-ankle-boots/tan/p109510216
"Heel Height is Mid. Washing Instructions is  Dry wipe clean. Brand is Phase Eight. Occasion Type is Casual. Shoe Or Boot Style is Knee Boots. Main Shoe Material is Leather. Exact Heel Height is 4cm. Heel Type is Block. Toe Detail is Closed Toe, Round. Material is Upper: leather, Sole: rubber. Pattern Details is Plain.","Sure to be a favourite in cooler months, this pair of knee boots by Phase Eight is made with supple leather for a luxurious feel.
Set on a block heel, they are round-toed in design to make your everyday staples sing.
Heel height: 4cm",https://www.johnlewis.com/phase-eight-flat-slouch-boots-black/p109468029
